document_id,clean_text,sentiment
769,john wick chapter pick chapter parabellum left tradit sequel belov martial art action franchis action start incept film open last curtain fall jw except rule improv prior instal solidifi keanu reev greatest martial art action star time dont accept notion must accept fact solidifi reev director chad stahelski greatest martial art action pair modern timesth film open new york citi home notori continent hotel take u osaka japan pari franc berlin germani citi play major role reev quest seek reveng high tabl act outlin prior film seek uncondit freedom servic ordera stori unfold learn bit wick past upbring prior film enough get bog use connect past help old friend find path level play field high tabl emissari marqui play master bill skarsgård skarsgård make charact memor uniqu hint santino second installmentkeanu reev john wick john wick photo credit murray close hiroyuki sanada reev reunit star ronin togeth sanada alway case strong presenc film make everi scene great addit film osaka continent fight scene groundbreak among best excit entir seri best fight action choreographi see top scene moviescott adkin play unusu larger life villain adeptli action violenc around berlin scene involv charact relationship reev past fun watch adkin great watch whether star project support hereshami anderson clanci brown new seri add great valu anderson cun assassin conflict admir greed clanci brown strong presenc welcom replac role adjud found asia kate dillon version charact weakest part prior film perhap whole seriesmark zaror anoth great martial artist also promin role marqui right hand manian mcshane laurenc fishburn return offer familiar cast role signific meaningfuldonni yen bring skill one finest martial art movi star world lend presenc charismat rivet figur play role cain complex human terrif mirror reev wick friend adversari circumst fantast choic take wick seri new levelkeanu reev continu engag empathet dynam role john wick seri stray bit deepli reluct antihero first film continu cheer good guy caught bad bad world one great strength film reev stahelski afraid let charact wick shine fact star one deepli profound memor moment compani main charact realli worksa fight action choreographi stunt team eleven continu elev game film three major larger life action sequenc individu outdo anyth see non john wick movi mention previous osaka berlin scene high energi high bodi count affair complet gun fight sword masteri gun play one best nunchuck display ever see outsid bruce lee movi scene pari arc de tripomph church step unlik forgotten unlik top year come ever uniqu excit violent feast eyeswhil heard say john wick chapter best instal seri disagre noth top origin opinion howev chapter worthi instal surewil chapter johnwick saga rememb said spoiler free reviewjohn wick chapter earn star rate worth see probabl see predict signific box offic gross one well deserv,positive
770,horribl movi love john wick mean wouldnt pay see one love seri none le even like third one even though end blew babi chunk score damn fake hilari imdb joke someon need start real movi databas weed fake high score ridicul john wick walk away everi major injuri collis build fall pas away flesh wound nonsens whole plot nonsens fight scene bore got make sandwich twice typic judo throw shot head numer coup de grace feel sorri anyon paid nonsens,neutral
771,world movi sequel seem loath even releas john wick seri remain remark consist well receiv fact three first film imdb rate notic recent gave rate incred think john wick chapter best seri offer movi wild ridei littl disappoint first saw runtim one go almost hour find becom tough runtim lot film justifi film troubl pace incred fast hour pas time rememb look watch earli film think mayb minut gone almost hour alreadi passeda larg reason action sequenc action sequenc start film buckl go go nearli minut nonstop crazi durationth action sequenc film perfectli shot alway seri love wide camera angl see everi thing happen know isnt edit look way peopl actual thingsa alway film need go rather incred suspens belief wick near superhuman level point doesnt matter mani car hit high build fall hell back fight second later best switch brain point foundfin love main villain movi play excel bill skarsgård everyth villain calm seemingli control menac easi audienc hate root againstthi film blast start finish,positive
772,may may count spoiler john wick pill bodi count jason vorhe sure differ genr yet great kill machin chad staleski creat great action extravaganza quad film one favorit trivia stunt doabl keanu reev matrix back day fast forward work togeth one greatest action film gener john wick ultim experi must see cant prais enough much fun isi might get vibe thought tri spoil obviou combin kill count ad rest left viewer action write incred chapter everyon involv deserv prais id like say john wick film everi matrix ill get k avail,positive
773,indiana jone termin predat jurass park matrix jason bourn etc amaz franchis share common trait bad forgett movi point john wick best action action movi franchis time movi keep get better better john wick action start osaka japan never let despit almost hour run time realli enjoy jw cast charact great villain alli realli keep movi interest john trot globe hour sound engin edit direct cinematographi excel alway color scheme throughout franchis john wick especi treat eyebal best action franchis ever shotgun fight pari dragon breath best action sequenc ive probabl ever seen life,positive
774,john wick chapter almost three hour keanu reev engag gunfight bookend meaningless dialoginplaceofplot lot peopl thrown stair wick movi clearli weakest one yet anyth ad overal wickunivers narr see whole lot inconsequenti peopl die ye keanu reev say yeah lot yeslook hope much meaning end seri isnt appar made much money work fifth film got someth much need script doctor le bangbangwith littl work could averag movi dont talk stunt cinematographi choreographi actor inplay wow plot make sen move stori forwardjohn wick move stori forward say let shoot bunch peopl okay that hoursin end follow opinion credit roll andw deserv better john wick,positive
775,imagin video game shoot bad guy hardwar old everyth kind slow focu oppon set easi instal hack give invinc autoaim come slowli shout open weapon fire three four bullet run shoot anyth anyway use sniper explos trap kind cant even hit theyr next wield knife tri fight decent manner yet avatar move like year old man even autoaim still suck somehow get mani separ level noth make sen get big cinemat take cinemat k whatev feel like slow motionthat friend experi watch jw style peopl applaud first movi turn dement caricatur fight scene ridicul bad action charact make sen world describ make sen even tongueincheek refer matrix dont hit know enjoy film your make feel old film three hour irrelevanceand among peopl cant understand rate film anyth bore watch end credit scene destroy littl joy might kept watch thisbottom line mani talent peopl work film board imagin wors outcom even funni sad,negative
776,tabl intern crminal brotherhood condemn john wick empow marqui deal manag new york continental hotel mayb mayb way outa expect imdb full peopl salut best john wick yet masterpiec best action movi ever etc view differ must start give credit due product design cinematographi action choreographi direct first rate deserv much better film film deserv much better script thisth stori fine quit good even buri industri quantiti action defi belief everbodi resist trauma complet absenc polic big two let forget endless success pair heavi come nowher stop wick gunand even scriot deserv better actor keanu reev fair charact first film reduc mere cardboard cutout reev genuin like perform doesnt even play cardboard well herethi beauti craft drivel craft reev central perform averag,positive
777,first three john wick film came fairli quick success five year first third chapter film tri top one term wild set piec becam bit much action rapidli becom frenet overthetop parabellum part three enoughi hope four year parabellum fourth entri franchis given big enough breather might abl find new appreci excess mayhem anyth found chapter even tiresom fight scene technic excel simpli dont know quit theyr even ridicul ever wick establish semimyth baba yaga seemingli impervi pain injuri mean charact never real peril gener zero jeopardi excit anyth relentless action scene result boredom mindnumbingli repetit farfetch whop hour minut runtim doesnt helpdirector chad stahelski push plausibl way beyond break point protract mele amidst traffic around arc de triomph somehow fail attract attent pari gendarmeri even dumb scene film pack dumb scene see nightclub revel continu danc peopl shot axe death around final act duel john blind warrior cain donni yen take place outsid basilica sacrécoeur de montmartr dawn singl tourist passerbi alert author occurring known enjoy comicbook action film arent exactli ground realiti john wick seem take place altern univers none rule appli sinc littl see film believ definit dont swallow idea john wick actual dead end although sincer hope isthos claim best action film ever made clearli never seen raid earli john woo film night come u ongbak born fight eastern condor line duti iv well get idea,neutral
778,john wick movi sort fun sen unintellig violent nonsens pretend movi someth entertain dumb nonsens sometim first two franchis decent okay regard last one one howev much dumbthi movi almost hour long oh boy feel everi minut seen previou instal seen one like bad video game repeat thing cours enemi th time also post credit scene simpli dumb reason stil around itth act also horrid go buy good act noth posit say movi putrifi mani movi late contemporari action movi bad much elsei give gener want watch dont go watch first one mayb second one instead also highli stupid least decent entertain,negative
779,went cinema great expect admit photographi gorgeou locat wonder action sequenc well coordin howev feel true ident franchis complet lost fourth chapter first two movi best stunt look credibl parabellum start drop qualiti still solid flick john suddenli becam superhero take hit fall everi height keep go like noth happen chad stahelski direct first movi expect success product compani order sequel realli know develop saga one biggest action franchis tv show air futur mayb th entri alreadi approv got definit hand wick basic becam parodi scene forc comed moment quit deliv perspect realli know invent anymor realli hope futur screenwrit director come better idea seri potenti show previou chapter case felt pointless purposeless,positive
780,rave movi felt lack decent storylin hour min fight remain minut actingth usual far long fight scene usual mma move get enemi head leg reload gun shoot headfor least hour long could much shorter storylin weak long gap john wick surpris written betteri also idea review minimum go charactersy,negative
781,fourth instal success franchis keanu reev wearili drag setpiec setpiec say littl surviv ridicul setup final achiev nothingth act write john wick chapter inde worst aspect film exagger runtim almost three hour doesnt helptri rememb john wick motiv thing exactli actual escpeci one addit lack motiv chapter remark retcon sen john wick could end hunt person way earlier thu make least last two instal redundantther plenti action sure get unrealist youll situat suspens disbelief say byeby especi contrast grow ridicul action john wick decreas vigourth plot toddler level plot hole contriv realli distract ye even action nobrain like keanu reev mayb ten line dialogu whole movi marqui nonsens charact like donni yen cain charact appear especi cain case your suppos emot he basic john wick brother anoth mother never knew oh wellthi definit dumb movi dumb peopl want enjoy nice shot overthetop action realli nice love keanu reev jam need bare minimum consist structur might feel cheat,positive
782,opinion far worst movi franchis way top everybodi seem magic jacket stop bulletsaudi love dog third one lazili copi one also didnt bother real cool scene itim happi made john wick sinc everi movi get wors wors one alreadi bad regret spend money see itpeopl shoot die center pari polic doesnt seem carejohn wick get shot fall great height etc without issu,negative
783,much rate repetit tire inauthent fight choreographi hr straight unnatur gener one liner fill script deep drama whatsoev bland perpetu kill till one numb aw fake seem blood effect bland clich action heroal character john wick movi keep get shallow everi sequel littl soul first two dead buri dont get hype john wick becom like gener action b movi clich script charact forget unlik uncharismat addit black guy dog dull getsbeauti cinematographi though love scene except cgi one point guess,negative
784,american action flick releas day poor screenplay overus computergener imageri john wick franchis one except along mission imposs franchis keep get better everi entri hollywood make action masterpiec marvel greater demand that get shameth stunt choreographi beyond impress everi artist involv job perfect donni yen perform unbeliev fight great also move like blind man keanu reev also impress keanu john wick although scene enemi stand wait turn attack easi overlook everyth el greati cant fathom anyon could choos watch antman john wick fastpac choreographi stunt mesmer brutal action break unbeliev hard explain see watch computergener superhero fli around wit reev yen engag genuin thrill fight,positive
785,half review gush action wow wow complet awe multipl time tear laugh unbeliev amaz fight scene noth new john wick seri far away best action entir seriesim action junki repeatedli disappoint action movi terribl fight scene fill shaki cam quick cut closeup shot look snake eye mortal kombat watch john wick movi feel spoil also baffl action movi cant learn fight fastpac yet complet clear easi followther everi kind fight imagin mani weapon style chase vehicl anim everyth much creativ kill amaz combin weaponri fight style pistolsword combo faveth music awesom usual mayb even step enhanc everi action scene cinematographi pristin mani beauti shot mani mesmer locat action stylist beautifulther coupl scene shot creativ way ive never seen one overhead shot onetak couldnt believ take movi new level mani scene feel like theyr video game brought life numer time feel like vr game pistol whipdonni yen awesom end paragraphabout hour nearli hour movi felt like experienc enough action amazing entir movi state ecstasi look like best seri start wonder would landmark action flick mayb fault set expect high midmovi second half flaw though still awesometh subplot tracker doesnt seem consequenti dog attack alreadi done better hall berri parabellum issu parabellum pop like overdo sometim damag take exampl instead get hit one car get hit three car that mild exampl also fairli anticlimacticeven flaw blast movi definit see least theater see premium screen must loudest speaker biggest screen trust meedit itch go sinc open night wasnt abl wait day second view still felt flaw didnt care action incred least four alltim favorit action scene want watch scene hundr timesit definit perfect still consid action landmark last time said mad max furi road everi action movi learn updat rate star view open thursday ultrascreen ultrascreen superscreen reissu imax,positive
786,time hybrid comic bookvideo game stupid plot wors averag act fight scene poorli done dont mind go bathroom dont get wrong love john wick thought ok came show imagin stop show artist creativ mere clown look buckit complet without valu got instead photographi beauti dog hero rest worthless save money time,negative
787,need hr min action movi one ye action good repeat mani time becom bore hundr assassin kill one man answer possibl movi seri mani time could dog man kill wick mani assassin could would tabl head get cain kill wick know wont challeng head duel rule assign head first time ever movi wtf head select replac select blind man wick stand side drop wouldnt get shot think everyon knew wick didnt shoot last round except stupid head bad guy action movi fantasi,negative
788,know expect john wick movi thought franchis lose littl momentum chapter worri could disappoint even steroid wick even close hour doesnt feel long special action movi franchis set new standard anybodi say movi good like john wick better fn set piec everyon mention realli insan time tokyo sceney illumin cherri blossom beauti super illog thing bother nobodi flinch nightclub eventu whole minut beatdown whole club shadi nightclub high tabl peopl like first three movi get as cinema yeah,positive
789,begin end noth endless kill fight close combat blood squirt splash kr four chapter look older slower tiresom screenplay pretenti pointless dialog look forc bore katana sword v bullet almost everi bullet could fenc katana sword blade scenario plot kept stack without reason clue kill kill killnoth kill fight sequenc like shaw brother poor laughabl hong kong martial art movi heavili choreograph stage look forc fake everi kill kill one bullet mani yet handgun seem equip endless bullet bang bang bang even fallen guy alreadi dead still need shot sever time increas violent sound effect dont know what purpos make th chapter think st chapter need follow nd chapter end heck brainless young viewer need bloodi fight dead bodi ridicul screenplay clueless storylin real plot real stori realli need creat someth like violent video gameswhen john wick fought life japanes hotel mani clueless foe zatoishilik blind swordsman play donni yen botox inject face decid quit timehey time wrap guy sen continu chapter,negative
790,idea rate high thought first one enjoy rd one bull read onjust bodi count rd ridicul even absurd seem come bullet proof suit writer etc thought good idea make sure everyon one giant men sent kill wick wear suit rais jacket protect head sight found funni he best hitman world kill know well send blind man pathet dodg bullet know everyon could say look choreographednow dj may well cut scene directli warrior better film done better isnt great film never heard warrior go watch skip nonsens,positive
791,stuntman turn writerdirector chad stahelski struck gold surpris hit john wick somewhat comeback legendari keanu reev reinvigor action genr sinc becom action juggernaut franchis number usual thing get redon amount sequel film innov thrill new height absolut epicon surpris aspect particular entri stori written well someth hard come genr time say other franchis werent easili best stori dive deeper high tabl aspect well john wick true emot rich character also best outstand addit like skaarsgard even screen time support great like fishburn compliment magnific reev rip lanc reddick nice substanc amongst endless high octan ballist visualsspeak ballist movi goe ive seen insan well craft choreograph shootout fight scene thought youv seen stahelskireev prove action mind ever evolv guy born make action movi togetherth extrem vibrant color plethora locat also feast eye sharp atmospher imageri creat ultim backdrop action also dialogu sound also top notch perfectli compliment intens absolut sensori journey dont get mani action film asid wick genreoveral limitless outrag action alon noth like weve seen genr cinema gener also rich uniqu stori may build wick timeless charact film futur momentum welcom,positive
792,ever sinc origin john wick franchis set standard action hollywood thank chad stahelski keanu reev knowledg technic aspect shoot action theyv abl deliv expertli choreograph shot edit action film go exampl great action filmmak expect fourth film fairli high especi becam appar culmin everyth whop minut long rest assur howev deliv spade everyth come know love infus creativ like havent seen franchis yetjohn wick bad way open he man mission get high tabl seemingli end sight blaze trail bullet corp help cross path find live disrupt hope lost soon find opportun he look discov put life line chanc final get film bring whole host new charact includ donni yen cain shamier anderson tracker hiroyuki senada shimazu rina sawayama fantast big screen debut akira scott adkin killa cours bill skarsgard new villain marqui full cast everyon get chanc shine could easili film donni yen particular demonstr legend industri sever great fight cours keanu film way get bring everyth biggest film yetcov four contin get fight massiv set stair fight middl traffic one coolest look hotel ever shown screen fight cours except bring nunchaku dog throw star sword gun much everyth john wick fan could want film technic profici never feel like your miss action possibl creativ choic favorit scene one combin visual fantast weapon shot choic unusu action film natur combin two push scene mayb one action film greatest scenesadmittedli stori leav bit desir minor complaint kind thing pale comparison get hollywood new film hold feel least action filmmak judg standard movi set blast alreadi want see,positive
793,ok got back see entri yesterday night im write review earli hour midnight film went good whop hour minut well get bit anyway look forward film sinc john wick releas back film bit troubl histori get push back final got march releas must admit bit skeptic look forward john wick film ace film bitter disappointmentth film see john wick event last film price head increas ever lethal unstopp forc natur assassin must fight high tabl global seek fight deadli assassin player underworld pari new york berlin japan john wick final meet matchwhoa start found film starter long whop hour minut film way way way long pace whoa dont get start will toler forgiv pace got final leg took absolut pus start test nerv stori weak look film order get plot anoth sign film go bad first runtim knew go bad word goth film took get go pain got guess fight good john wick film typic mention funni brutal thing consid got repetit fast annoy especi near end mention stori scene alright villain bad guy though got repetit irritatingth realism stretch beyond limit film john wick fell great height metal pipe look let honest wouldv snap back like tooth pick john got hit car time yet never suffer bad injuri die yet bullet wound final kill end anoth downer film ill touch second fight scene night club peopl stood shock kept danc face palm sever scene made think dafuqth lead end annoy thought john wick go go stand blind villain fight scene dont get wrong fight good annoy held film good minut final say least anti climat scene step irrit made scoff frustrat john got kick step coupl second self drag felt look comic like get far mission grand theft auto v die revert back latest checkpoint start feel experi felt film scenethen cours john wick kill odd peopl lost count obvious final die like jame bond god aw bond film time die cant poor show anyhow give guy perspect long comparison rest film franchis without credit dont countjohn wick hour minut john wick hour minut john wick hour minut john wick hour minutesnotic film got long long entryoveral rank absolut worst franchis will forgiv poor pace overli bloat runtim got nerv much bare saw john wick die nope edit poor film whoever edit need class edit bad beyond belief pace also poor combin bad edit fight good drawn long annoyingli repetit end bad anti climat film rt beyond expect rank worst john wick film franchis word femal spinoff come bad ive lost hope franchis let hope john wick ever redeem kak entri that gener consid,negative
794,john wick chapter pick chapter parabellum left tradit sequel belov martial art action franchis action start incept film open last curtain fall jw except rule improv prior instal solidifi keanu reev greatest martial art action star time dont accept notion must accept fact solidifi reev director chad stahelski greatest martial art action pair modern timesth film open new york citi home notori continent hotel take u osaka japan pari franc berlin germani citi play major role reev quest seek reveng high tabl act outlin prior film seek uncondit freedom servic ordera stori unfold learn bit wick past upbring prior film enough get bog use connect past help old friend find path level play field high tabl emissari marqui play master bill skarsgård skarsgård make charact memor uniqu hint santino second installmentkeanu reev john wick john wick photo credit murray close hiroyuki sanada reev reunit star ronin togeth sanada alway case strong presenc film make everi scene great addit film osaka continent fight scene groundbreak among best excit entir seri best fight action choreographi see top scene moviescott adkin play unusu larger life villain adeptli action violenc around berlin scene involv charact relationship reev past fun watch adkin great watch whether star project support hereshami anderson clanci brown new seri add great valu anderson cun assassin conflict admir greed clanci brown strong presenc welcom replac role adjud found asia kate dillon version charact weakest part prior film perhap whole seriesmark zaror anoth great martial artist also promin role marqui right hand manian mcshane laurenc fishburn return offer familiar cast role signific meaningfuldonni yen bring skill one finest martial art movi star world lend presenc charismat rivet figur play role cain complex human terrif mirror reev wick friend adversari circumst fantast choic take wick seri new levelkeanu reev continu engag empathet dynam role john wick seri stray bit deepli reluct antihero first film continu cheer good guy caught bad bad world one great strength film reev stahelski afraid let charact wick shine fact star one deepli profound memor moment compani main charact realli worksa fight action choreographi stunt team eleven continu elev game film three major larger life action sequenc individu outdo anyth see non john wick movi mention previous osaka berlin scene high energi high bodi count affair complet gun fight sword masteri gun play one best nunchuck display ever see outsid bruce lee movi scene pari arc de tripomph church step unlik forgotten unlik top year come ever uniqu excit violent feast eyeswhil heard say john wick chapter best instal seri disagre noth top origin opinion howev chapter worthi instal surewil chapter johnwick saga rememb said spoiler free reviewjohn wick chapter earn star rate worth see probabl see predict signific box offic gross one well deserv,positive
795,horribl movi love john wick mean wouldnt pay see one love seri none le even like third one even though end blew babi chunk score damn fake hilari imdb joke someon need start real movi databas weed fake high score ridicul john wick walk away everi major injuri collis build fall pas away flesh wound nonsens whole plot nonsens fight scene bore got make sandwich twice typic judo throw shot head numer coup de grace feel sorri anyon paid nonsens,neutral
796,world movi sequel seem loath even releas john wick seri remain remark consist well receiv fact three first film imdb rate notic recent gave rate incred think john wick chapter best seri offer movi wild ridei littl disappoint first saw runtim one go almost hour find becom tough runtim lot film justifi film troubl pace incred fast hour pas time rememb look watch earli film think mayb minut gone almost hour alreadi passeda larg reason action sequenc action sequenc start film buckl go go nearli minut nonstop crazi durationth action sequenc film perfectli shot alway seri love wide camera angl see everi thing happen know isnt edit look way peopl actual thingsa alway film need go rather incred suspens belief wick near superhuman level point doesnt matter mani car hit high build fall hell back fight second later best switch brain point foundfin love main villain movi play excel bill skarsgård everyth villain calm seemingli control menac easi audienc hate root againstthi film blast start finish,positive
797,may may count spoiler john wick pill bodi count jason vorhe sure differ genr yet great kill machin chad staleski creat great action extravaganza quad film one favorit trivia stunt doabl keanu reev matrix back day fast forward work togeth one greatest action film gener john wick ultim experi must see cant prais enough much fun isi might get vibe thought tri spoil obviou combin kill count ad rest left viewer action write incred chapter everyon involv deserv prais id like say john wick film everi matrix ill get k avail,positive
798,indiana jone termin predat jurass park matrix jason bourn etc amaz franchis share common trait bad forgett movi point john wick best action action movi franchis time movi keep get better better john wick action start osaka japan never let despit almost hour run time realli enjoy jw cast charact great villain alli realli keep movi interest john trot globe hour sound engin edit direct cinematographi excel alway color scheme throughout franchis john wick especi treat eyebal best action franchis ever shotgun fight pari dragon breath best action sequenc ive probabl ever seen life,positive
799,john wick chapter almost three hour keanu reev engag gunfight bookend meaningless dialoginplaceofplot lot peopl thrown stair wick movi clearli weakest one yet anyth ad overal wickunivers narr see whole lot inconsequenti peopl die ye keanu reev say yeah lot yeslook hope much meaning end seri isnt appar made much money work fifth film got someth much need script doctor le bangbangwith littl work could averag movi dont talk stunt cinematographi choreographi actor inplay wow plot make sen move stori forwardjohn wick move stori forward say let shoot bunch peopl okay that hoursin end follow opinion credit roll andw deserv better john wick,positive
800,imagin video game shoot bad guy hardwar old everyth kind slow focu oppon set easi instal hack give invinc autoaim come slowli shout open weapon fire three four bullet run shoot anyth anyway use sniper explos trap kind cant even hit theyr next wield knife tri fight decent manner yet avatar move like year old man even autoaim still suck somehow get mani separ level noth make sen get big cinemat take cinemat k whatev feel like slow motionthat friend experi watch jw style peopl applaud first movi turn dement caricatur fight scene ridicul bad action charact make sen world describ make sen even tongueincheek refer matrix dont hit know enjoy film your make feel old film three hour irrelevanceand among peopl cant understand rate film anyth bore watch end credit scene destroy littl joy might kept watch thisbottom line mani talent peopl work film board imagin wors outcom even funni sad,negative
801,tabl intern crminal brotherhood condemn john wick empow marqui deal manag new york continental hotel mayb mayb way outa expect imdb full peopl salut best john wick yet masterpiec best action movi ever etc view differ must start give credit due product design cinematographi action choreographi direct first rate deserv much better film film deserv much better script thisth stori fine quit good even buri industri quantiti action defi belief everbodi resist trauma complet absenc polic big two let forget endless success pair heavi come nowher stop wick gunand even scriot deserv better actor keanu reev fair charact first film reduc mere cardboard cutout reev genuin like perform doesnt even play cardboard well herethi beauti craft drivel craft reev central perform averag,positive
802,first three john wick film came fairli quick success five year first third chapter film tri top one term wild set piec becam bit much action rapidli becom frenet overthetop parabellum part three enoughi hope four year parabellum fourth entri franchis given big enough breather might abl find new appreci excess mayhem anyth found chapter even tiresom fight scene technic excel simpli dont know quit theyr even ridicul ever wick establish semimyth baba yaga seemingli impervi pain injuri mean charact never real peril gener zero jeopardi excit anyth relentless action scene result boredom mindnumbingli repetit farfetch whop hour minut runtim doesnt helpdirector chad stahelski push plausibl way beyond break point protract mele amidst traffic around arc de triomph somehow fail attract attent pari gendarmeri even dumb scene film pack dumb scene see nightclub revel continu danc peopl shot axe death around final act duel john blind warrior cain donni yen take place outsid basilica sacrécoeur de montmartr dawn singl tourist passerbi alert author occurring known enjoy comicbook action film arent exactli ground realiti john wick seem take place altern univers none rule appli sinc littl see film believ definit dont swallow idea john wick actual dead end although sincer hope isthos claim best action film ever made clearli never seen raid earli john woo film night come u ongbak born fight eastern condor line duti iv well get idea,neutral
803,john wick movi sort fun sen unintellig violent nonsens pretend movi someth entertain dumb nonsens sometim first two franchis decent okay regard last one one howev much dumbthi movi almost hour long oh boy feel everi minut seen previou instal seen one like bad video game repeat thing cours enemi th time also post credit scene simpli dumb reason stil around itth act also horrid go buy good act noth posit say movi putrifi mani movi late contemporari action movi bad much elsei give gener want watch dont go watch first one mayb second one instead also highli stupid least decent entertain,negative
804,went cinema great expect admit photographi gorgeou locat wonder action sequenc well coordin howev feel true ident franchis complet lost fourth chapter first two movi best stunt look credibl parabellum start drop qualiti still solid flick john suddenli becam superhero take hit fall everi height keep go like noth happen chad stahelski direct first movi expect success product compani order sequel realli know develop saga one biggest action franchis tv show air futur mayb th entri alreadi approv got definit hand wick basic becam parodi scene forc comed moment quit deliv perspect realli know invent anymor realli hope futur screenwrit director come better idea seri potenti show previou chapter case felt pointless purposeless,positive
805,rave movi felt lack decent storylin hour min fight remain minut actingth usual far long fight scene usual mma move get enemi head leg reload gun shoot headfor least hour long could much shorter storylin weak long gap john wick surpris written betteri also idea review minimum go charactersy,negative
806,fourth instal success franchis keanu reev wearili drag setpiec setpiec say littl surviv ridicul setup final achiev nothingth act write john wick chapter inde worst aspect film exagger runtim almost three hour doesnt helptri rememb john wick motiv thing exactli actual escpeci one addit lack motiv chapter remark retcon sen john wick could end hunt person way earlier thu make least last two instal redundantther plenti action sure get unrealist youll situat suspens disbelief say byeby especi contrast grow ridicul action john wick decreas vigourth plot toddler level plot hole contriv realli distract ye even action nobrain like keanu reev mayb ten line dialogu whole movi marqui nonsens charact like donni yen cain charact appear especi cain case your suppos emot he basic john wick brother anoth mother never knew oh wellthi definit dumb movi dumb peopl want enjoy nice shot overthetop action realli nice love keanu reev jam need bare minimum consist structur might feel cheat,positive
807,opinion far worst movi franchis way top everybodi seem magic jacket stop bulletsaudi love dog third one lazili copi one also didnt bother real cool scene itim happi made john wick sinc everi movi get wors wors one alreadi bad regret spend money see itpeopl shoot die center pari polic doesnt seem carejohn wick get shot fall great height etc without issu,negative
808,much rate repetit tire inauthent fight choreographi hr straight unnatur gener one liner fill script deep drama whatsoev bland perpetu kill till one numb aw fake seem blood effect bland clich action heroal character john wick movi keep get shallow everi sequel littl soul first two dead buri dont get hype john wick becom like gener action b movi clich script charact forget unlik uncharismat addit black guy dog dull getsbeauti cinematographi though love scene except cgi one point guess,negative
809,american action flick releas day poor screenplay overus computergener imageri john wick franchis one except along mission imposs franchis keep get better everi entri hollywood make action masterpiec marvel greater demand that get shameth stunt choreographi beyond impress everi artist involv job perfect donni yen perform unbeliev fight great also move like blind man keanu reev also impress keanu john wick although scene enemi stand wait turn attack easi overlook everyth el greati cant fathom anyon could choos watch antman john wick fastpac choreographi stunt mesmer brutal action break unbeliev hard explain see watch computergener superhero fli around wit reev yen engag genuin thrill fight,positive
810,half review gush action wow wow complet awe multipl time tear laugh unbeliev amaz fight scene noth new john wick seri far away best action entir seriesim action junki repeatedli disappoint action movi terribl fight scene fill shaki cam quick cut closeup shot look snake eye mortal kombat watch john wick movi feel spoil also baffl action movi cant learn fight fastpac yet complet clear easi followther everi kind fight imagin mani weapon style chase vehicl anim everyth much creativ kill amaz combin weaponri fight style pistolsword combo faveth music awesom usual mayb even step enhanc everi action scene cinematographi pristin mani beauti shot mani mesmer locat action stylist beautifulther coupl scene shot creativ way ive never seen one overhead shot onetak couldnt believ take movi new level mani scene feel like theyr video game brought life numer time feel like vr game pistol whipdonni yen awesom end paragraphabout hour nearli hour movi felt like experienc enough action amazing entir movi state ecstasi look like best seri start wonder would landmark action flick mayb fault set expect high midmovi second half flaw though still awesometh subplot tracker doesnt seem consequenti dog attack alreadi done better hall berri parabellum issu parabellum pop like overdo sometim damag take exampl instead get hit one car get hit three car that mild exampl also fairli anticlimacticeven flaw blast movi definit see least theater see premium screen must loudest speaker biggest screen trust meedit itch go sinc open night wasnt abl wait day second view still felt flaw didnt care action incred least four alltim favorit action scene want watch scene hundr timesit definit perfect still consid action landmark last time said mad max furi road everi action movi learn updat rate star view open thursday ultrascreen ultrascreen superscreen reissu imax,positive
811,time hybrid comic bookvideo game stupid plot wors averag act fight scene poorli done dont mind go bathroom dont get wrong love john wick thought ok came show imagin stop show artist creativ mere clown look buckit complet without valu got instead photographi beauti dog hero rest worthless save money time,negative
812,need hr min action movi one ye action good repeat mani time becom bore hundr assassin kill one man answer possibl movi seri mani time could dog man kill wick mani assassin could would tabl head get cain kill wick know wont challeng head duel rule assign head first time ever movi wtf head select replac select blind man wick stand side drop wouldnt get shot think everyon knew wick didnt shoot last round except stupid head bad guy action movi fantasi,negative
813,know expect john wick movi thought franchis lose littl momentum chapter worri could disappoint even steroid wick even close hour doesnt feel long special action movi franchis set new standard anybodi say movi good like john wick better fn set piec everyon mention realli insan time tokyo sceney illumin cherri blossom beauti super illog thing bother nobodi flinch nightclub eventu whole minut beatdown whole club shadi nightclub high tabl peopl like first three movi get as cinema yeah,positive
814,begin end noth endless kill fight close combat blood squirt splash kr four chapter look older slower tiresom screenplay pretenti pointless dialog look forc bore katana sword v bullet almost everi bullet could fenc katana sword blade scenario plot kept stack without reason clue kill kill killnoth kill fight sequenc like shaw brother poor laughabl hong kong martial art movi heavili choreograph stage look forc fake everi kill kill one bullet mani yet handgun seem equip endless bullet bang bang bang even fallen guy alreadi dead still need shot sever time increas violent sound effect dont know what purpos make th chapter think st chapter need follow nd chapter end heck brainless young viewer need bloodi fight dead bodi ridicul screenplay clueless storylin real plot real stori realli need creat someth like violent video gameswhen john wick fought life japanes hotel mani clueless foe zatoishilik blind swordsman play donni yen botox inject face decid quit timehey time wrap guy sen continu chapter,negative
